Comparado,Referencia,MAPE (%),Pontos_Sobrepostos
20251125_144710_20251125_142628,20251029_163521,82.30609777757938,10
20251125_112945_20251029_163521,20251029_163521,0.22677643131089742,73
20251125_142628,20251029_163521,82.84244205285847,54
20251122_212446,20251029_163521,82.84177084216907,54
20251029_161631,20251029_163521,23.363322550333606,41
