Amostra;γ̇w (s⁻¹);τw (Pa);η (Pa·s);STD_τw (Pa);STD_γ̇w (s⁻¹);γ̇aw (s⁻¹);ηa (Pa·s);P_ext(bar);M_ext(g);Q_calc(mm³/s);t_ext(s);Ponto;D_cap(mm);L_cap(mm);rho(g/cm³)
Ca´pilar;1236,81;486,855;0,3936;0;0;1009,01;0,4825;1,6902;16,43;334,325;30,1496;71;1.500;43.00;1,63
Ca´pilar;1274,37;506,796;0,3977;0;0;1039,65;0,4875;1,7594;11,4;344,477;20,3028;72;1.500;43.00;1,63
Ca´pilar;1363;501,369;0,3678;0;0;1111,95;0,4509;1,7405;12,16;368,435;20,2481;73;1.500;43.00;1,63
Ca´pilar;1367,48;501,369;0,3666;0;0;1115,61;0,4494;1,7405;12,2;369,647;20,2481;74;1.500;43.00;1,63
Ca´pilar;1369,31;503,229;0,3675;0;0;1117,11;0,4505;1,747;12,25;370,142;20,3039;75;1.500;43.00;1,63
Ca´pilar;1476,88;544,189;0,3685;0;0;1204,86;0,4517;1,8892;13,23;399,219;20,3311;76;1.500;43.00;1,63
Ca´pilar;1572,01;484,52;0,3082;0;0;1282,47;0,3778;1,6821;13,92;424,934;20,097;77;1.500;43.00;1,63
Ca´pilar;1584,07;528,396;0,3336;0;0;1292,31;0,4089;1,8344;14,31;428,194;20,5027;78;1.500;43.00;1,63
Ca´pilar;1613,28;504,907;0,313;0;0;1316,14;0,3836;1,7528;14,45;436,091;20,3284;79;1.500;43.00;1,63
Ca´pilar;1643,45;490,782;0,2986;0;0;1340,75;0,366;1,7038;14,72;444,245;20,3281;80;1.500;43.00;1,63
Ca´pilar;1671,12;489,346;0,2928;0;0;1363,33;0,3589;1,6988;15,33;451,726;20,8199;81;1.500;43.00;1,63
Ca´pilar;1695,88;588,893;0,3472;0;0;1383,53;0,4256;2,0444;15,33;458,418;20,516;82;1.500;43.00;1,63
Ca´pilar;1722,6;558,188;0,324;0;0;1405,33;0,3972;1,9378;15,43;465,641;20,3295;83;1.500;43.00;1,63
Ca´pilar;1750,89;539,575;0,3082;0;0;1428,41;0,3777;1,8732;15,73;473,288;20,3899;84;1.500;43.00;1,63
Ca´pilar;1839,23;548,43;0,2982;0;0;1500,47;0,3655;1,9039;19,52;497,167;24,0874;85;1.500;43.00;1,63
Ca´pilar;1926,19;570,903;0,2964;0;0;1571,42;0,3633;1,9819;25,72;520,674;30,3052;86;1.500;43.00;1,63
Ca´pilar;1937,24;501,63;0,2589;0;0;1580,43;0,3174;1,7415;17,32;523,66;20,2913;87;1.500;43.00;1,63
Ca´pilar;1937,47;500,646;0,2584;0;0;1580,62;0,3167;1,738;17,36;523,724;20,3357;88;1.500;43.00;1,63
Ca´pilar;1944,94;556,005;0,2859;0;0;1586,71;0,3504;1,9302;17,45;525,741;20,3627;89;1.500;43.00;1,63
Ca´pilar;1947,38;589,499;0,3027;0;0;1588,7;0,3711;2,0465;26;526,4;30,3019;90;1.500;43.00;1,63
Ca´pilar;1988,84;586,15;0,2947;0;0;1622,53;0,3613;2,0349;26,74;537,608;30,5146;91;1.500;43.00;1,63
Ca´pilar;1991,73;585,509;0,294;0;0;1624,89;0,3603;2,0326;26,78;538,39;30,5159;92;1.500;43.00;1,63
Ca´pilar;1994,21;569,02;0,2853;0;0;1626,91;0,3498;1,9754;18,01;539,061;20,4969;93;1.500;43.00;1,63
Ca´pilar;2001,59;579,354;0,2894;0;0;1632,93;0,3548;2,0113;18,08;541,056;20,5007;94;1.500;43.00;1,63
Ca´pilar;2007,46;580,102;0,289;0;0;1637,72;0,3542;2,0139;17,98;542,643;20,3277;95;1.500;43.00;1,63
Ca´pilar;2023,99;583,635;0,2884;0;0;1651,21;0,3535;2,0261;27,12;547,111;30,4107;96;1.500;43.00;1,63
Ca´pilar;2029,76;743,689;0,3664;0;0;1655,91;0,4491;2,5818;18,54;548,668;20,7306;97;1.500;43.00;1,63
Ca´pilar;2054,87;571,345;0,278;0;0;1676,4;0,3408;1,9835;18,61;555,458;20,5545;98;1.500;43.00;1,63
Ca´pilar;2074,35;577,476;0,2784;0;0;1692,29;0,3412;2,0048;18,55;560,722;20,2959;99;1.500;43.00;1,63
Ca´pilar;2910,56;652,692;0,2242;0;0;2374,49;0,2749;2,2659;39,21;786,762;30,5749;100;1.500;43.00;1,63
Ca´pilar;2958,22;649,047;0,2194;0;0;2413,37;0,2689;2,2532;39,57;799,644;30,3586;101;1.500;43.00;1,63
Ca´pilar;2968,92;655,789;0,2209;0;0;2422,1;0,2708;2,2766;39,87;802,537;30,4785;102;1.500;43.00;1,63
Ca´pilar;2988,53;666,783;0,2231;0;0;2438,09;0,2735;2,3148;39,9;807,837;30,3013;103;1.500;43.00;1,63
Ca´pilar;2997,49;646,472;0,2157;0;0;2445,41;0,2644;2,2443;40,24;810,261;30,4681;104;1.500;43.00;1,63
Ca´pilar;3111,04;741,584;0,2384;0;0;2538,04;0,2922;2,5745;28,22;840,952;20,5872;105;1.500;43.00;1,63
Ca´pilar;4167,15;738,358;0,1772;0;0;3399,64;0,2172;2,5633;37,27;1126,43;20,2986;106;1.500;43.00;1,63
Ca´pilar;4589,25;745,444;0,1624;0;0;3743,99;0,1991;2,5879;41,42;1240,53;20,484;107;1.500;43.00;1,63
MCR102;1;31,018;31,018;0;0;;;;;;;;;;
MCR102;1,39;27,643;19,8871;0;0;;;;;;;;;;
MCR102;1,93;25,616;13,2725;0;0;;;;;;;;;;
MCR102;2,68;27,092;10,109;0;0;;;;;;;;;;
MCR102;3,73;32,7;8,7668;0;0;;;;;;;;;;
MCR102;5,18;38,447;7,4222;0;0;;;;;;;;;;
MCR102;7,2;52,63;7,3097;0;0;;;;;;;;;;
MCR102;10;74,94;7,494;0;0;;;;;;;;;;
MCR102;13,9;93,471;6,7245;0;0;;;;;;;;;;
MCR102;19,3;105;5,4404;0;0;;;;;;;;;;
MCR102;26,8;129,98;4,85;0;0;;;;;;;;;;
MCR102;37,3;160,89;4,3134;0;0;;;;;;;;;;
MCR102;51,8;176,89;3,4149;0;0;;;;;;;;;;
MCR102;72;196,75;2,7326;0;0;;;;;;;;;;
MCR102;100;219,67;2,1967;0;0;;;;;;;;;;
MCR102;139;239,16;1,7206;0;0;;;;;;;;;;
MCR102;193;257,67;1,3351;0;0;;;;;;;;;;
MCR102;268;274,52;1,0243;0;0;;;;;;;;;;
MCR102;373;289,91;0,7772;0;0;;;;;;;;;;
MCR102;518;308,19;0,595;0;0;;;;;;;;;;
MCR102;720;329,84;0,4581;0;0;;;;;;;;;;
MCR102;1390;408,17;0,2936;0;0;;;;;;;;;;
MCR102;1930;431,14;0,2234;0;0;;;;;;;;;;
